,Timestamp,Location,Temperature,Temperature Units,CO2,CO2 Units,
49,08/03/2018 10:54:11,335,82,deg F,658,ppm
50,08/03/2018 10:54:20,337,82,deg F,725,ppm
51,08/03/2018 10:54:29,339,82,deg F,618,ppm
52,08/03/2018 10:54:36,341,83,deg F,664,ppm
53,08/03/2018 10:54:42,343,82,deg F,464,ppm
54,08/03/2018 10:54:48,345,81,deg F,1177,ppm
55,08/03/2018 10:54:54,347,81,deg F,591,ppm
